0.0130519,0.535957,0.62816
0.0285915,-0.29359,-0.0896119
0.00158221,0.179038,-0.241031
0.00312653,0.899632,-0.840836
0.00221079,0.453843,-0.301922
0.0214626,-0.194107,0.674242
0.0255131,-0.0700423,0.0850398
0.0116372,0.512656,0.489185
0.0186223,1.11053,-1.14461
0.01736,0.698833,0.265307
0.062252,-0.242295,0.638793
0.0967328,0.370727,0.347683
0.0290281,-0.232396,-0.117847
0.0499402,0.79852,1.90945
0.00192237,1.1774,1.09953
0.033693,0.344776,0.0421103
0.0493734,0.957791,0.374263
0.0090563,-0.396428,0.640245
0.0062244,1.3075,0.0188212
0.0118554,4.6686,1.37845
0.0784079,3.5179,-0.116063
nan,1.41661,-0.318529
0.0930547,-1.45504,-0.0752503
0.0336753,3.1728,-0.433365
0.0223603,2.74553,-1.38148
0.00620522,0.468028,-1.75178
0.0316022,0.750418,-0.872688
0.00886338,0.313749,-1.29474
0.128022,-0.997248,0.102428
0.119186,-3.24067,-0.181537
0.0851142,-1.50782,-2.91365
0.00440808,0.076565,-0.69137
0.0142358,-0.537194,-0.776858
0.016191,0.843079,-1.10178
0.0110486,0.871153,-0.873172
0.0121582,1.23431,-1.4975
3.13964,-0.808371,0.706478
0.0360919,-0.571118,-4.15771
0.0467315,-2.33152,-0.294705
0.0093414,-0.812443,-2.63564
0.0656025,-4.04484,-0.0593387
0.007896,-1.72335,-0.919903
0.00801587,-1.67571,-0.597323
0.0289458,-1.94162,0.261119
0.00244141,-1.67334,-2.25635
0.0177202,-1.64515,-0.192007
0.00696551,-1.99056,-1.43533
0.0287474,-1.42876,1.73888
0.0222829,-2.24911,-1.93184
0.00276214,-1.31473,-0.851789
0.0122607,1.14377,2.21241
0.0637946,-1.17083,2.14543
0.0686165,0.0860618,-0.613326
0.0829411,-4.44439,2.18199
0.0215208,-1.51045,-0.898004
0.0167234,-1.57646,-0.436201
0.0456576,-0.317451,-1.52495
0.0447288,-2.02454,0.247645
0.0255364,-2.19228,-1.25258
